district_id,solid_fuel_pct,bank_account_pct,electricity_pct,mobile_ownership_pct,improved_water_pct,sanitation_pct,women_bank_account_pct,child_stunting_pct
129,0.5173,0.4498,0.6033,0.5407,0.5311,0.672,0.3688,0.3476
130,0.4308,0.4914,0.7825,0.6278,0.5986,0.6319,0.4292,0.2243
131,0.2367,0.652,0.7284,0.7698,0.7271,0.5809,0.5692,0.2095
132,0.5472,0.621,0.7335,0.7332,0.644,0.4887,0.3959,0.2602
133,0.5961,0.5345,0.7583,0.8175,0.6631,0.714,0.4841,0.3966
134,0.5208,0.4945,0.634,0.8018,0.6701,0.6406,0.5761,0.3126
135,0.3602,0.619,0.6607,0.7287,0.5882,0.5683,0.4565,0.32
136,0.4771,0.6266,0.7575,0.7904,0.6484,0.6676,0.5393,0.2685
137,0.5738,0.5936,0.6799,0.8113,0.5772,0.6184,0.5253,0.2362
138,0.5058,0.4869,0.6877,0.6095,0.5918,0.631,0.4772,0.3382
139,0.3155,0.6231,0.6376,0.732,0.5959,0.552,0.5245,0.2645
140,0.5913,0.6019,0.7901,0.8082,0.6987,0.5107,0.5674,0.233
141,0.5078,0.594,0.602,0.8608,0.5026,0.6415,0.5108,0.208
142,0.6059,0.3993,0.6307,0.5815,0.5554,0.5962,0.3521,0.2552
143,0.5398,0.6231,0.6853,0.7945,0.6109,0.5308,0.622,0.2434
144,0.5171,0.5537,0.7101,0.668,0.462,0.5036,0.537,0.3123
145,0.4745,0.6884,0.7676,0.7278,0.6298,0.6532,0.5436,0.2527
146,0.5518,0.4636,0.6293,0.6749,0.6587,0.4097,0.375,0.2558
147,0.5843,0.5773,0.8115,0.7737,0.606,0.6385,0.473,0.3121
148,0.4921,0.4485,0.6414,0.7211,0.3985,0.6148,0.3742,0.2228
149,0.3075,0.4433,0.666,0.6885,0.6538,0.5285,0.3214,0.276
150,0.4499,0.6742,0.6492,0.8081,0.5507,0.5278,0.546,0.2766
151,0.6059,0.4371,0.6659,0.7669,0.5957,0.6059,0.4233,0.2975
152,0.5182,0.4939,0.6654,0.6749,0.5715,0.5231,0.4055,0.3025
153,0.6011,0.3555,0.6046,0.5585,0.6152,0.5772,0.315,0.2964
154,0.513,0.5746,0.6259,0.7718,0.6704,0.6493,0.458,0.3156
155,0.4794,0.6198,0.6728,0.7059,0.4287,0.5772,0.5314,0.2474
156,0.6864,0.4776,0.6154,0.6305,0.539,0.6158,0.4799,0.2542
157,0.516,0.4426,0.722,0.742,0.5916,0.459,0.3109,0.3179
158,0.6887,0.3235,0.5527,0.7017,0.5265,0.573,0.3074,0.2932
159,0.5245,0.5551,0.5698,0.616,0.6841,0.449,0.5257,0.2572
160,0.5989,0.5571,0.5388,0.6621,0.3714,0.4995,0.3501,0.2893
161,0.5422,0.687,0.5684,0.6493,0.5064,0.5464,0.4824,0.2278
162,0.5205,0.6211,0.5819,0.6928,0.4603,0.3201,0.5346,0.1886
163,0.5427,0.5646,0.6404,0.6324,0.5778,0.3684,0.4922,0.2906
164,0.5978,0.5782,0.6159,0.7674,0.5549,0.4504,0.619,0.1984
165,0.4872,0.6457,0.6506,0.6996,0.5534,0.5207,0.4931,0.3505
166,0.5247,0.6189,0.5771,0.6472,0.5071,0.3854,0.5181,0.2462
167,0.7328,0.4035,0.495,0.5374,0.6223,0.363,0.3711,0.3788
168,0.4504,0.5529,0.592,0.7872,0.4797,0.5876,0.4756,0.2581
169,0.6227,0.4717,0.5157,0.6779,0.4783,0.272,0.4334,0.2483
170,0.662,0.5813,0.5946,0.6843,0.5722,0.6048,0.441,0.3138
171,0.5664,0.5879,0.6856,0.671,0.7304,0.6765,0.5138,0.2859
172,0.6227,0.4991,0.5701,0.7672,0.596,0.5199,0.4248,0.1568
173,0.463,0.5636,0.7574,0.8055,0.671,0.6392,0.4042,0.2831
174,0.5644,0.672,0.7856,0.6135,0.5755,0.5277,0.5798,0.2583
175,0.5439,0.6181,0.5669,0.6055,0.4882,0.4968,0.4639,0.2788
176,0.4924,0.5438,0.7076,0.7102,0.6773,0.5503,0.461,0.2357
177,0.5828,0.5576,0.6538,0.7073,0.5512,0.6275,0.445,0.3479
178,0.5476,0.6553,0.6344,0.6158,0.573,0.4952,0.4879,0.3073
179,0.603,0.4662,0.6032,0.6106,0.7107,0.4711,0.3302,0.358
180,0.539,0.6767,0.6642,0.7473,0.7102,0.554,0.538,0.3181
181,0.619,0.4305,0.5837,0.5169,0.6343,0.5218,0.3578,0.2233
182,0.4431,0.5343,0.6388,0.7105,0.6508,0.7313,0.4531,0.3352
183,0.505,0.4165,0.6132,0.5707,0.5801,0.4762,0.2563,0.394
184,0.5493,0.4018,0.6527,0.6032,0.6519,0.4565,0.3145,0.334
185,0.5568,0.6464,0.6665,0.7461,0.6583,0.585,0.5423,0.1842
186,0.5949,0.5594,0.6274,0.7626,0.4736,0.6631,0.4744,0.2981
187,0.5816,0.3767,0.5986,0.6551,0.6212,0.4917,0.2106,0.253
188,0.6996,0.5003,0.6936,0.6265,0.5503,0.566,0.3843,0.3581
189,0.6655,0.4813,0.5638,0.6394,0.6799,0.4679,0.4956,0.31
190,0.6444,0.5724,0.5141,0.6498,0.5312,0.4078,0.5044,0.2968
191,0.5778,0.5015,0.6739,0.6554,0.6306,0.5333,0.5592,0.2411
192,0.5199,0.4959,0.76,0.5998,0.6338,0.5753,0.4382,0.3622
193,0.6833,0.4959,0.6036,0.5334,0.5603,0.4383,0.4122,0.2179
194,0.6436,0.3727,0.628,0.568,0.5107,0.6014,0.3462,0.3889
195,0.704,0.4715,0.7029,0.5734,0.6379,0.4934,0.3543,0.3362
196,0.7074,0.5548,0.5516,0.6093,0.5612,0.4621,0.4986,0.3238
197,0.6412,0.427,0.5896,0.5696,0.5738,0.6111,0.3392,0.3091
198,0.6353,0.3847,0.6062,0.6872,0.349,0.4639,0.3821,0.3625
199,0.638,0.5526,0.6461,0.682,0.5646,0.5434,0.4381,0.3769
200,0.76,0.5544,0.6106,0.5737,0.6946,0.569,0.4877,0.2974
201,0.7251,0.3351,0.6169,0.6688,0.6968,0.5348,0.2157,0.3829
202,0.7459,0.4633,0.6483,0.7571,0.6453,0.7249,0.3572,0.2575
203,0.627,0.5025,0.6047,0.6792,0.6404,0.5576,0.45,0.2537
204,0.6123,0.8556,0.7493,0.7333,0.531,0.5701,0.7165,0.2177
205,0.5149,0.7064,0.7438,0.705,0.5117,0.6751,0.598,0.1692
206,0.5845,0.6393,0.5655,0.661,0.6061,0.6382,0.5177,0.2274
207,0.5781,0.5369,0.737,0.6563,0.5237,0.6627,0.469,0.3244
208,0.458,0.5501,0.7278,0.6236,0.6881,0.6522,0.5105,0.2256
209,0.4306,0.5829,0.6424,0.6771,0.6765,0.6526,0.443,0.2943
210,0.5683,0.6794,0.6759,0.7572,0.6225,0.6161,0.5131,0.256
211,0.4615,0.6274,0.6893,0.7749,0.618,0.5547,0.4965,0.2888
212,0.553,0.4758,0.7594,0.6374,0.6831,0.6552,0.3757,0.3742
213,0.403,0.6518,0.8013,0.7941,0.6101,0.5126,0.486,0.2308
214,0.4198,0.5533,0.754,0.7631,0.71,0.5837,0.4362,0.2526
215,0.3529,0.8661,0.7344,0.7117,0.6454,0.661,0.7299,0.1056
216,0.7008,0.4569,0.7158,0.7036,0.6663,0.7022,0.4164,0.2761
217,0.5462,0.6006,0.7015,0.6725,0.5236,0.597,0.5289,0.1514
218,0.5114,0.5625,0.7901,0.7336,0.5453,0.6314,0.4323,0.3155
219,0.5375,0.546,0.7153,0.6445,0.5129,0.6143,0.4091,0.2285
220,0.5345,0.6516,0.6967,0.7319,0.5888,0.7838,0.5992,0.2244
221,0.561,0.4947,0.6257,0.7135,0.6267,0.5526,0.4329,0.277
222,0.5768,0.4664,0.6998,0.7037,0.6877,0.635,0.3375,0.2742
223,0.5455,0.682,0.7098,0.6988,0.6424,0.5226,0.6451,0.2687
224,0.521,0.5042,0.6548,0.762,0.6036,0.592,0.4572,0.2698
225,0.4983,0.6409,0.5969,0.745,0.5926,0.5837,0.5465,0.2563
226,0.6215,0.4957,0.6841,0.7627,0.6623,0.6333,0.559,0.309
227,0.6317,0.5252,0.6558,0.6911,0.6895,0.6339,0.4666,0.2795
228,0.4648,0.5729,0.791,0.8033,0.5823,0.7081,0.4544,0.2906
229,0.4371,0.7644,0.6581,0.7584,0.6422,0.5178,0.6461,0.2021
230,0.6035,0.4116,0.7156,0.6023,0.6623,0.582,0.28,0.3766
231,0.3159,0.709,0.7116,0.782,0.5318,0.6456,0.649,0.1758
232,0.5285,0.5411,0.7181,0.5407,0.7919,0.6311,0.4948,0.299
233,0.2597,0.7267,0.741,0.837,0.6395,0.6859,0.579,0.2508
234,0.3599,0.7969,0.8342,0.8602,0.7309,0.6164,0.7357,0.2145
235,0.3452,0.7099,0.8444,0.7767,0.5863,0.647,0.5124,0.2917
236,0.2745,0.7103,0.7107,0.7157,0.662,0.6296,0.6456,0.1408
237,0.4178,0.4549,0.582,0.8462,0.7753,0.5977,0.3455,0.2469
238,0.5236,0.6025,0.7432,0.7654,0.5903,0.5945,0.5268,0.1904
239,0.5461,0.5292,0.7821,0.8355,0.6692,0.7401,0.3602,0.259
240,0.5274,0.6867,0.6526,0.7293,0.7821,0.5957,0.5731,0.2881
241,0.4394,0.7761,0.7715,0.8678,0.6154,0.5972,0.6484,0.1508
242,0.573,0.5355,0.6439,0.7334,0.5173,0.6314,0.4313,0.3397
243,0.4548,0.6426,0.7523,0.7979,0.6607,0.5269,0.5967,0.2498
244,0.5195,0.6768,0.7177,0.719,0.7088,0.6351,0.6221,0.2276
245,0.6002,0.6217,0.6515,0.6747,0.5919,0.6206,0.5257,0.2858
246,0.5047,0.6151,0.7419,0.7853,0.5911,0.5707,0.4878,0.2445
247,0.4962,0.655,0.8501,0.72,0.7826,0.7064,0.5074,0.3211
248,0.6835,0.5468,0.7048,0.7294,0.7204,0.6203,0.3984,0.3972
249,0.5967,0.567,0.5756,0.7274,0.5417,0.5502,0.5191,0.2314
250,0.4807,0.5507,0.645,0.6911,0.5039,0.554,0.5038,0.3288
251,0.5242,0.4283,0.6515,0.6991,0.6305,0.5149,0.379,0.3922
252,0.6373,0.3616,0.647,0.765,0.4907,0.5389,0.296,0.3447
253,0.6214,0.5839,0.6014,0.7124,0.5495,0.4726,0.4629,0.2135
254,0.5539,0.7205,0.66,0.7312,0.543,0.52,0.6617,0.357
255,0.6537,0.6343,0.6233,0.6953,0.5039,0.4202,0.4828,0.2671
256,0.4555,0.5187,0.6888,0.7187,0.5144,0.5647,0.4249,0.2248
257,0.6633,0.3924,0.489,0.6417,0.5562,0.5166,0.3066,0.2675
258,0.5294,0.5532,0.696,0.6646,0.5565,0.6917,0.4605,0.2976
259,0.6435,0.5583,0.6575,0.6718,0.6008,0.5027,0.4908,0.407
260,0.7312,0.492,0.6439,0.5699,0.5469,0.5675,0.4926,0.2907
261,0.4969,0.7141,0.6808,0.8116,0.6245,0.5932,0.5917,0.3115
262,0.7331,0.3974,0.6262,0.6979,0.5896,0.5093,0.3883,0.3943
263,0.5513,0.5433,0.5255,0.5879,0.5561,0.4881,0.4135,0.2612
264,0.4044,0.655,0.5439,0.6537,0.4227,0.5716,0.4666,0.2428
265,0.7446,0.5998,0.5525,0.6664,0.5178,0.4592,0.5041,0.3743
266,0.6346,0.4622,0.6805,0.5291,0.5333,0.4876,0.3968,0.3026
267,0.5977,0.4865,0.6046,0.6689,0.5765,0.4836,0.4337,0.3579
268,0.4171,0.6403,0.7373,0.6767,0.74,0.4854,0.527,0.1852
269,0.8193,0.4211,0.5872,0.5986,0.5863,0.4892,0.3513,0.1667
270,0.5261,0.5962,0.6662,0.7656,0.5407,0.5714,0.4517,0.2988
271,0.5304,0.4414,0.6355,0.7531,0.6055,0.6495,0.3377,0.3615
272,0.6181,0.4212,0.6988,0.6744,0.6644,0.5362,0.4021,0.4537
273,0.6143,0.3084,0.6388,0.5927,0.5728,0.5528,0.2393,0.3501
274,0.6097,0.5883,0.6176,0.5623,0.4807,0.5258,0.4436,0.2346
275,0.5349,0.6744,0.6343,0.7388,0.594,0.5948,0.6034,0.1075
276,0.5247,0.6171,0.5536,0.6626,0.5881,0.4797,0.6,0.3213
277,0.5181,0.5623,0.5137,0.6796,0.4822,0.5717,0.4856,0.3074
278,0.7352,0.4573,0.7995,0.6728,0.5283,0.5461,0.3701,0.3678
279,0.5032,0.5053,0.619,0.6343,0.6424,0.572,0.4878,0.2853
280,0.6841,0.4296,0.5258,0.5719,0.5545,0.5794,0.335,0.2861
281,0.597,0.5185,0.6306,0.6203,0.4988,0.5144,0.4996,0.3276
282,0.5223,0.6287,0.5312,0.7206,0.637,0.4644,0.4595,0.3964
283,0.5374,0.5848,0.6781,0.7431,0.6704,0.4839,0.513,0.1963
284,0.5793,0.5745,0.6767,0.6937,0.5752,0.5019,0.5279,0.3459
285,0.4432,0.6499,0.7137,0.7341,0.4891,0.501,0.5134,0.1405
286,0.6826,0.5657,0.6133,0.53,0.4199,0.5146,0.5793,0.2544
287,0.6852,0.4495,0.6333,0.7155,0.56,0.4823,0.4529,0.33
288,0.632,0.5061,0.736,0.71,0.6362,0.5748,0.405,0.2885
289,0.5621,0.588,0.5613,0.541,0.4023,0.3506,0.5307,0.2385
290,0.582,0.5577,0.6301,0.7009,0.5909,0.3437,0.4579,0.3075
291,0.6714,0.6827,0.5783,0.668,0.4599,0.6529,0.6309,0.2835
292,0.5353,0.6869,0.6894,0.7617,0.604,0.5044,0.6222,0.2944
293,0.5186,0.5411,0.7246,0.8,0.5411,0.5495,0.4775,0.304
294,0.5265,0.6571,0.6944,0.7157,0.753,0.5419,0.5541,0.2245
295,0.58,0.4075,0.6561,0.6753,0.5515,0.5117,0.3844,0.2617
296,0.6158,0.5358,0.5945,0.712,0.4929,0.5754,0.3973,0.3889
297,0.4256,0.446,0.7521,0.7121,0.5396,0.6822,0.2795,0.2393
298,0.4189,0.6867,0.7797,0.8203,0.6126,0.445,0.6032,0.3081
299,0.6896,0.5173,0.6656,0.6592,0.813,0.5259,0.3823,0.3672
300,0.5498,0.4303,0.7285,0.6952,0.568,0.4719,0.4682,0.3143
301,0.6771,0.5791,0.6895,0.6701,0.7612,0.7179,0.3984,0.3265
302,0.4114,0.5967,0.7673,0.711,0.6103,0.5983,0.4822,0.2219
303,0.4235,0.6919,0.7525,0.8454,0.6304,0.5894,0.676,0.2282
304,0.4716,0.6716,0.6023,0.7671,0.6352,0.6531,0.6153,0.3055
305,0.504,0.5131,0.83,0.6405,0.528,0.6641,0.5174,0.2883
306,0.5572,0.4797,0.6798,0.6315,0.6817,0.4965,0.3438,0.2863
307,0.6232,0.5374,0.7398,0.746,0.6194,0.5346,0.485,0.3188
308,0.5773,0.6024,0.6696,0.7786,0.6435,0.5942,0.4973,0.232
309,0.6175,0.4348,0.6799,0.6964,0.782,0.7033,0.2875,0.3728
310,0.6107,0.5011,0.6042,0.7353,0.7346,0.7417,0.3824,0.363
311,0.3516,0.5229,0.7231,0.7993,0.765,0.7108,0.3769,0.3326
312,0.6188,0.3843,0.615,0.7574,0.6359,0.5284,0.3163,0.3438
313,0.4724,0.5057,0.8101,0.8072,0.6016,0.5951,0.4478,0.2039
314,0.6705,0.3415,0.684,0.5782,0.5495,0.7027,0.2932,0.3717
315,0.3676,0.5166,0.7382,0.732,0.4655,0.6296,0.4574,0.3498
316,0.4999,0.388,0.6175,0.6243,0.6632,0.3771,0.3074,0.3761
317,0.544,0.6058,0.6277,0.6143,0.7514,0.6168,0.5201,0.228
318,0.454,0.572,0.7737,0.9278,0.6594,0.5699,0.3595,0.1517
319,0.5347,0.616,0.7116,0.8282,0.7448,0.6162,0.5034,0.2182
320,0.5964,0.3979,0.6881,0.651,0.7939,0.5982,0.3958,0.3005
321,0.555,0.5305,0.7171,0.7634,0.6244,0.7658,0.5223,0.3324
322,0.6047,0.6749,0.6074,0.7814,0.5328,0.5397,0.6017,0.3346
323,0.4922,0.4677,0.6899,0.6683,0.6932,0.8255,0.4185,0.2795
324,0.4171,0.5432,0.6721,0.754,0.6756,0.5867,0.561,0.2425
325,0.5064,0.6033,0.8093,0.8218,0.7092,0.7383,0.4795,0.3227
326,0.5779,0.6817,0.6621,0.6893,0.7234,0.4599,0.604,0.3139
327,0.5363,0.4647,0.6705,0.6636,0.6164,0.5764,0.3581,0.3071
328,0.5706,0.6217,0.6761,0.6994,0.5891,0.5545,0.4432,0.2284
329,0.4324,0.5738,0.7581,0.6089,0.5853,0.5087,0.4745,0.3325
330,0.4927,0.5726,0.7262,0.7253,0.5277,0.5646,0.4454,0.2927
331,0.4448,0.6102,0.7029,0.7722,0.6396,0.6523,0.5426,0.1916
332,0.7196,0.3985,0.5323,0.4237,0.562,0.4408,0.3586,0.2453
333,0.4314,0.6418,0.667,0.7703,0.5869,0.6162,0.5753,0.2969
334,0.5672,0.5033,0.5602,0.6935,0.4568,0.4707,0.4085,0.2808
335,0.3885,0.5074,0.7004,0.7948,0.45,0.6002,0.4855,0.2793
336,0.4332,0.5729,0.6829,0.755,0.6041,0.5663,0.4328,0.2632
